,Unnamed: 0,is_spoiler,output,review_text
0,4698,True,0.12179247738843064,"*December 2014:The classic , perfect movie that I've ever seen , the best film of all time just behind Shawshank Redemption . I love the music in this film , so dark and short but perfect , I'm crazy with that music . Don Vito Corleone was a powerful man with the big system in Mafia . Shortly he would die , he lived like a normal man , no revenge , no attack , just enjoy with his children . His son - Michael Corleone , was just a normal and simple man , and he didn't want he would be like his father . But the death of his first wife , his older brother and his father made him would be a bad guy with an enormous revenge . After Don's death , he's killed people who cause their death . From a simple man , he would be a powerful man like his father . The Italian was so beautiful , made the characters were better .* December 2015:The Godfather shown the life of mafia family, Corleone when they must face the death of the members of the family, the betrayal, love and money... And the film shown the greatest cast: Marlon Brando- one of the greatest actor of the golden age of Hollywood and won 2 Oscar, included the acting in this film; Al Pacino, new actor of that time and became one of the greatest actor in the New Hollywood era; James Caan; Robert Duvall & Diane Keaton.I don't know why I used to gave this movie 4 out of 5 stars, may be I was just the kid at that time to enjoy the masterpiece like this!"
1,4699,True,0.01761206235144572,"I admire the way authors and directors have fun with their readers and viewers by including scenes of great dramatic impact that are completely unexplained.The Godfather has a perfect example in the 'horse's head in bed' vignette. Implicitly we are required to believe that intruders armed with equipment to decapitate a stallion in the prime of life breezed into the stable block of what was presumably a fortified estate belonging to a movie mogul. Khartoum is somehow subdued without startling the other horses, stable lads, nightwatchmen, burglar alarms etc. His head is severed with stealth and silence. Then the slaughterers break into the movie producer's house and make their way to his bedroom, carrying the bleeding head with them. After what has already been accomplished there's no problem in placing the head under the duvet at the foot of the bed and smearing blood all over the slumberer's pyjamas, hands and face without waking him. Whistling a happy tune, perhaps, the horse butchers, recruited from afar at a moment's notice, make their exit without difficulty or detection.More nominations please for the most outrageous, impossible scene in a vaguely serious movie. I give this only 9.9 out of 10 to leave the slightest of breathing spaces for anything even more improbable."
2,4700,True,0.05946172775364472,"""The God Father"" this movie is a great mod movie. From the god father to Mikey the movie keeps you on the edge of your seat. I watched this movie for the first time in a films class I've been taking. The God Father opens with a man talking to the god father about some services. This scene has ""low key"" lighting the lighting is very dim, to show you that this is an important scene and that the god father and his client mean business. I rated The God Father 9 out of 10 because it is an outstanding movie, and keeps you guessing, even though after one thing happens you know what's going to happen next. The audiences reaches a big turn in the movie, when the god father is shot, after he's shot, his family believes he's dead. A family being apart of a mob, always calls for revenge. This movie is great and I definitely recommend it."
3,4701,True,0.055068376717345484,"This movie is strong and good scripted, great acting by the lead cast.It is hard to find a movie done this well in recent times. Its about, family, loyalty, greed, relationships, and real life. This is a great mix, and the artistic style make the film memorable.This is a masterpiece. A timeless masterpiece.To make a true epic, you need all of three following ingredients working in near perfect harmony. For screenwriters who come across this, take the following pointers on board: 1) Contrasting Characters: Good films have some character distinction, but most fall rather flat because the core of each character is the same. The story of one man's reluctance to be drawn into the murky family business, and his gradual change through circumstance, paints a vivid picture of this violent period of US history."
4,4702,True,0.049600638312347,"This film blurs the lines between a common business man and a mobster. From the opening scene with Bonasera, you could see so much emotion in it. The room is properly lit and the characters have a certain aura that surrounds them. You see the room is dark but the characters make the room bright. The opening scene alone is already worth the ticket. It has so much depth and emotion on the things that are happening in that world. This film shows you perfectly how respect and wit can get you through the wicked world. I recommend this to everyone who are knowledgeable and are discriminating mobsters then think too high on political figures. This film is a perfect 10/10"
5,4703,True,0.09336269224615452,"Truly one of the best movies out there, must watch! all tree part it is awesome, i like the beginning of the movie and the end to it is truly amazing, like the actors like the story that movie i perfect to bad that they don't make movies like this anymore because it is fantastic, and now for my Serbian friends a review for them, The Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S. Ruddy from a screenplay by Mario Puzo and Coppola. Based on Puzo's 1969 novel of the same name, the film stars Marlon Brando and Al Pacino as the leaders of a fictional New York crime family. The story, spanning the years 1945 to 1955, centers on the transformation of Michael Corleone from reluctant family outsider to ruthless Mafia boss while also chronicling the family under the patriarch Vito Corleone."
6,4704,True,0.07496533307616605,"I have watched this movie at least 15 times and every time I see new things. The story and acting is impeccable. Of course you can see that this movie is not made this Century, but that just adds to the (call it) charm of this movie. Like Sopranos this is more about Family than the violence and mob.A genius introduction to the main characters are made. The movie starts with a wedding of Don Corleones daughter. Even if it take some time it never gets boring, and after the introduction you already know a lot of the characters in the movie. This is lacking in many modern movies. They do not use enough effort in the character building, it looses to the need of action. So much is said about the movie that I do not think I can add something to it."
7,4705,True,0.06174060120575001,"This is one of the movies that inspired milions of people to take control over their lifes. Few have succeeded but the ones that followed the happening closely took advantage of it and rebuilded the age of honor. A whole book can be written for one of the greatest pictures of all time and we could not be even close to explaning how good actually it was! For those who haven't watched it yet it's a must! For those who watched it I'm sure they've watched at least a thousand times. If I must say a few words for the acting I might say that I am not among the big fans of Marlon Brando but his role in this movie is the role of his life! What can I say about Al Pacino? Genius! Only one man could have played the role of Michael Corleone and that is him! I even thing that Brian De Palma didn't think twice when he had to pick the actor for Scarface 10 years later. All the rest are on the same level and whenever we see them in other pictures we think about The Godfather. Lets just point them out - James Caan, Richard S. Castellano, Robert Duvall, Diane Keaton, Abe Vigoda, Talia Shire, John Cazale and much much more!"
8,4706,True,0.009779794991087732,"I wacthed this movie beginning of this year and i like it. A thoroughly grateful reading feel you are having reading this blog. Permanently on cue is what the author is. Anyone would pay many money for the information briefed in the blog, i know i would. Prime part is that you can view without being needed to register. Each line that's written is priced its weight in gold. It's fascinating how each and every day there's something exclusive to see in the blog. I enjoy how the site is stuffed with new ideas and thoughts. I like how the photos build a story in themselves. The posts titles makes you want to see more. I recommend this to any who desires to dwell into this topic. It is an attractive site with a nice visual appeal. Love the fact that the site is written with an open mind. After you read a n article you can't wait to try another one for the walthroughs given. Real constructive design and exclusive articles on this blog, like it. The reports has been put so clearly that even a 5 year old could understand it. The writer uses a writing style which I like. It entirely makes you will to read to the end. There is this perspicacity of thought in this site that i like very much. Using suitable titles to the blog articles. What I like is the respect to detail this blog has to give. What I like on this site is how it's not countryspecific but has mass attraction. What you see there today is what you see from everyone in the coming days. www.amarvoice.net"
9,4707,True,0.038772291384262386,"The Godfather is the most beautiful movie I've ever seen! The scenario is unbelievable! The movie has many famous lines like: ""I will make him an offer he can't refuse!"" The story of this movie is very beautiful. The story views the Mafia from the inside. I think the story of this movie is real. The acting is superb. Thestory by Mario Puzo and Francis Ford Coppola is a brilliant conjuring act. Francis Ford Coppola directs this masterful, brilliantly acted: This movie has two of my favorite actors: Al Pacino, Marlon Brando. Everyone should watch this film at least one time, It is simply gorgeous! I love that movie! I've recommended that movie at all of you."
10,4708,True,0.026747921353983118,"I love this movie and all of the GF movies. I see something new every time I have seen it (countless, truly). The story of tragedy and (little) comedy that exists in this film is easily understood by people all over the world. This film has been called an American story however I have met others who have seen this movie in other languages and they seem to have the same love and appreciation for it that I do. I love the characters and all of the different personalities that they represent not just in families but in society itself. It seems like the entire cast is part of every other movie that I love as well. The sounds, music, color and light in the film are just as much a part of the film as the people. This could be attributed to the method in which it was filmed. At many parts of the film I can still find myself feeling the emotions conveyed in the film. I never tire of appreciating this film. I thank God that FFC is an American treasure. We are fortunate to have him."
